Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000197892,KIF13B,kinesin family member 13B [Source:HGNC Symbol;Acc:14405],1466,999,1019,1012,1145,1478,1144,1253,1212,1262,chr8,28924796,29120641,23303,protein_coding
ENSG00000120875,DUSP4,dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:3070],255,149,376,502,355,281,572,122,89,269,chr8,29190581,29208185,1846,protein_coding
ENSG00000133872,TMEM66,transmembrane protein 66 [Source:HGNC Symbol;Acc:28789],1562,4032,1608,2258,3841,6061,2123,4604,2842,3259,chr8,29920528,29940723,51669,protein_coding
ENSG00000104660,LEPROTL1,leptin receptor overlapping transcript-like 1 [Source:HGNC Symbol;Acc:6555],716,360,829,960,926,654,697,459,563,491,chr8,29952914,30034724,23484,protein_coding
ENSG00000104671,DCTN6,dynactin 6 [Source:HGNC Symbol;Acc:16964],375,575,303,372,288,594,315,514,596,502,chr8,30013813,30041156,10671,protein_coding
ENSG00000157110,RBPMS,RNA binding protein with multiple splicing [Source:HGNC Symbol;Acc:19097],1119,426,1206,648,448,380,886,928,680,315,chr8,30241944,30429778,11030,protein_coding
ENSG00000197265,GTF2E2,"general transcription factor IIE, polypeptide 2, beta 34kDa [Source:HGNC Symbol;Acc:4651]",224,108,252,229,171,267,191,65,266,371,chr8,30435835,30515768,2961,protein_coding
ENSG00000104687,GSR,glutathione reductase [Source:HGNC Symbol;Acc:4623],715,842,702,847,736,850,597,896,647,475,chr8,30535583,30585443,2936,protein_coding
ENSG00000104695,PPP2CB,"protein phosphatase 2, catalytic subunit, beta isozyme [Source:HGNC Symbol;Acc:9300]",1158,1509,1495,1403,1534,1838,1530,2081,1433,2191,chr8,30631973,30671830,5516,protein_coding
ENSG00000165392,WRN,"Werner syndrome, RecQ helicase-like [Source:HGNC Symbol;Acc:12791]",480,955,413,394,686,789,492,820,841,651,chr8,30891317,31031285,7486,protein_coding
ENSG00000198042,MAK16,MAK16 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:13703],171,268,295,272,162,318,549,219,309,321,chr8,33342268,33358778,84549,protein_coding
ENSG00000133878,DUSP26,dual specificity phosphatase 26 (putative) [Source:HGNC Symbol;Acc:28161],440,566,286,579,640,847,567,696,1057,713,chr8,33448856,33457624,78986,protein_coding
ENSG00000183779,ZNF703,zinc finger protein 703 [Source:HGNC Symbol;Acc:25883],248,442,615,388,485,117,196,275,120,63,chr8,37553269,37557537,80139,protein_coding
ENSG00000147475,ERLIN2,ER lipid raft associated 2 [Source:HGNC Symbol;Acc:1356],886,870,1273,1083,798,1295,950,1389,869,1076,chr8,37594117,37616619,11160,protein_coding
ENSG00000147471,PROSC,proline synthetase co-transcribed homolog (bacterial) [Source:HGNC Symbol;Acc:9457],260,228,582,483,420,671,808,285,439,809,chr8,37620111,37637283,11212,protein_coding
ENSG00000020181,GPR124,G protein-coupled receptor 124 [Source:HGNC Symbol;Acc:17849],207,262,215,638,799,197,82,199,48,144,chr8,37641709,37702414,25960,protein_coding
ENSG00000104221,BRF2,"BRF2, RNA polymerase III transcription initiation factor 50 kDa subunit [Source:HGNC Symbol;Acc:17298]",104,91,56,196,189,125,54,151,31,97,chr8,37700786,37707422,55290,protein_coding
ENSG00000156675,RAB11FIP1,RAB11 family interacting protein 1 (class I) [Source:HGNC Symbol;Acc:30265],4370,1794,2250,4683,3758,5455,2973,2681,4050,9816,chr8,37716136,37756985,80223,protein_coding
ENSG00000129691,ASH2L,"ash2 (absent, small, or homeotic)-like (Drosophila) [Source:HGNC Symbol;Acc:744]",242,542,455,384,431,348,432,326,288,299,chr8,37962760,38001594,9070,protein_coding
ENSG00000175324,LSM1,"LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:20472]",65,104,95,138,62,127,87,127,76,111,chr8,38020839,38034248,27257,protein_coding
ENSG00000156735,BAG4,BCL2-associated athanogene 4 [Source:HGNC Symbol;Acc:940],459,191,210,268,201,242,241,225,411,360,chr8,38034051,38070819,9530,protein_coding
ENSG00000085788,DDHD2,DDHD domain containing 2 [Source:HGNC Symbol;Acc:29106],971,1201,639,981,1159,1009,865,813,1054,1060,chr8,38082736,38133076,23259,protein_coding
ENSG00000147535,PPAPDC1B,phosphatidic acid phosphatase type 2 domain containing 1B [Source:HGNC Symbol;Acc:25026],1339,1765,1265,1957,1688,3083,1566,2009,2419,2208,chr8,38120648,38126761,84513,protein_coding
ENSG00000147548,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1 [Source:HGNC Symbol;Acc:12767],6374,4533,4194,4541,4010,3931,3852,2939,5088,5983,chr8,38127215,38239790,54904,protein_coding
ENSG00000165046,LETM2,leucine zipper-EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:14648],743,154,343,514,539,357,276,189,421,383,chr8,38243725,38267045,137994,protein_coding
ENSG00000077782,FGFR1,fibroblast growth factor receptor 1 [Source:HGNC Symbol;Acc:3688],1856,1158,1966,2734,2386,1661,1687,762,851,1520,chr8,38268656,38326352,2260,protein_coding
ENSG00000147526,TACC1,"transforming, acidic coiled-coil containing protein 1 [Source:HGNC Symbol;Acc:11522]",5702,3399,3007,4789,5247,3841,2368,3018,4736,2813,chr8,38585704,38710546,6867,protein_coding
ENSG00000169499,PLEKHA2,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 2 [Source:HGNC Symbol;Acc:14336]",1380,1501,843,1277,1716,824,171,324,213,887,chr8,38758753,38831428,59339,protein_coding
ENSG00000169490,TM2D2,TM2 domain containing 2 [Source:HGNC Symbol;Acc:24127],375,487,464,477,549,540,412,385,359,316,chr8,38846327,38854343,83877,protein_coding
ENSG00000168615,ADAM9,ADAM metallopeptidase domain 9 [Source:HGNC Symbol;Acc:216],1425,1637,1621,1573,1780,1229,823,1457,807,713,chr8,38854388,38962663,8754,protein_coding
ENSG00000147533,GOLGA7,golgin A7 [Source:HGNC Symbol;Acc:24876],416,276,489,468,239,464,695,533,598,745,chr8,41347915,41368499,51125,protein_coding
ENSG00000158669,AGPAT6,1-acylglycerol-3-phosphate O-acyltransferase 6 [Source:HGNC Symbol;Acc:20880],553,792,779,687,510,794,775,917,627,1234,chr8,41434706,41482520,137964,protein_coding
ENSG00000083168,KAT6A,K(lysine) acetyltransferase 6A [Source:HGNC Symbol;Acc:13013],4195,5246,4256,4056,4262,3510,4198,4828,3863,6275,chr8,41786997,41909508,7994,protein_coding
ENSG00000104365,IKBKB,"inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta [Source:HGNC Symbol;Acc:5960]",370,329,575,422,354,268,474,226,218,298,chr8,42128820,42189973,3551,protein_coding
ENSG00000070501,POLB,"polymerase (DNA directed), beta [Source:HGNC Symbol;Acc:9174]",298,307,237,251,224,236,223,210,255,198,chr8,42195972,42229326,5423,protein_coding
ENSG00000078668,VDAC3,voltage-dependent anion channel 3 [Source:HGNC Symbol;Acc:12674],433,425,693,1084,1250,1027,559,538,504,910,chr8,42249142,42263415,7419,protein_coding
ENSG00000168575,SLC20A2,"solute carrier family 20 (phosphate transporter), member 2 [Source:HGNC Symbol;Acc:10947]",878,502,586,684,933,933,885,1871,847,1487,chr8,42273993,42397069,6575,protein_coding
ENSG00000176209,SMIM19,small integral membrane protein 19 [Source:HGNC Symbol;Acc:25166],150,255,260,234,512,558,360,504,292,349,chr8,42396298,42409603,114926,protein_coding
ENSG00000120925,RNF170,ring finger protein 170 [Source:HGNC Symbol;Acc:25358],199,113,475,360,323,610,494,351,242,275,chr8,42704780,42752433,81790,protein_coding
ENSG00000168172,HOOK3,hook microtubule-tethering protein 3 [Source:HGNC Symbol;Acc:23576],2847,3325,3089,3515,5173,3251,3079,3455,3026,2988,chr8,42752075,42885682,84376,protein_coding
ENSG00000168522,FNTA,"farnesyltransferase, CAAX box, alpha [Source:HGNC Symbol;Acc:3782]",1837,2270,845,648,980,848,628,1537,1286,848,chr8,42889337,42940931,2339,protein_coding
ENSG00000185900,POMK,protein-O-mannose kinase [Source:HGNC Symbol;Acc:26267],58,83,98,57,46,44,56,77,38,44,chr8,42948658,42978577,84197,protein_coding
ENSG00000165102,HGSNAT,heparan-alpha-glucosaminide N-acetyltransferase [Source:HGNC Symbol;Acc:26527],1496,2279,1998,2968,3397,2187,2393,2420,1550,1378,chr8,42995556,43057998,,protein_coding
ENSG00000164808,SPIDR,scaffolding protein involved in DNA repair [Source:HGNC Symbol;Acc:28971],1083,1431,1581,1165,865,1568,1635,1683,1606,1735,chr8,48173167,48648868,23514,protein_coding
ENSG00000221869,CEBPD,"CCAAT/enhancer binding protein (C/EBP), delta [Source:HGNC Symbol;Acc:1835]",80,74,145,57,62,100,42,194,53,91,chr8,48649471,48651648,1052,protein_coding
ENSG00000253729,PRKDC,"protein kinase, DNA-activated, catalytic polypeptide [Source:HGNC Symbol;Acc:9413]",4764,4755,5270,4037,4559,5219,5322,6589,5691,3130,chr8,48685669,48872743,5591,protein_coding
ENSG00000104738,MCM4,minichromosome maintenance complex component 4 [Source:HGNC Symbol;Acc:6947],123,145,73,127,69,121,143,99,146,138,chr8,48872745,48890720,4173,protein_coding
ENSG00000169139,UBE2V2,ubiquitin-conjugating enzyme E2 variant 2 [Source:HGNC Symbol;Acc:12495],574,529,505,723,562,428,599,362,394,468,chr8,48920960,48977268,7336,protein_coding
ENSG00000168300,PCMTD1,protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30483],938,760,782,1332,1651,1626,854,737,906,1425,chr8,52730140,52811735,115294,protein_coding
ENSG00000147488,ST18,suppression of tumorigenicity 18 (breast carcinoma) (zinc finger protein) [Source:HGNC Symbol;Acc:18695],12628,8392,8511,9267,9374,4472,6151,4789,6960,3169,chr8,53023399,53373519,9705,protein_coding
ENSG00000023287,RB1CC1,RB1-inducible coiled-coil 1 [Source:HGNC Symbol;Acc:15574],2689,2093,857,1437,1878,1836,1121,2411,4002,2042,chr8,53535016,53658403,9821,protein_coding
ENSG00000047249,ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H [Source:HGNC Symbol;Acc:18303]",467,750,451,545,777,1111,539,662,627,898,chr8,54628117,54756118,51606,protein_coding
ENSG00000187735,TCEA1,"transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:11612]",1879,1652,1482,1874,1585,4687,1580,2357,2445,5395,chr8,54879112,54935089,6917,protein_coding
ENSG00000120992,LYPLA1,lysophospholipase I [Source:HGNC Symbol;Acc:6737],370,253,440,499,348,381,394,411,327,381,chr8,54958938,55014577,10434,protein_coding
ENSG00000137547,MRPL15,mitochondrial ribosomal protein L15 [Source:HGNC Symbol;Acc:14054],37,135,218,193,93,244,156,213,70,149,chr8,55047770,55060461,29088,protein_coding
ENSG00000206579,XKR4,"XK, Kell blood group complex subunit-related family, member 4 [Source:HGNC Symbol;Acc:29394]",443,493,863,565,318,196,536,402,202,309,chr8,56014949,56454613,114786,protein_coding
ENSG00000167904,TMEM68,transmembrane protein 68 [Source:HGNC Symbol;Acc:26510],133,240,276,336,411,425,338,295,188,303,chr8,56608983,56685966,137695,protein_coding
ENSG00000137574,TGS1,trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:17843],528,763,466,480,794,832,378,741,504,591,chr8,56685701,56738007,96764,protein_coding
ENSG00000254087,LYN,v-yes-1 Yamaguchi sarcoma viral related oncogene homolog [Source:HGNC Symbol;Acc:6735],278,94,342,181,167,91,233,166,153,56,chr8,56792372,56923940,4067,protein_coding
ENSG00000008988,RPS20,ribosomal protein S20 [Source:HGNC Symbol;Acc:10405],1921,4452,2664,2464,2224,4319,2390,4447,1881,2549,chr8,56979854,56987069,,protein_coding
ENSG00000181690,PLAG1,pleiomorphic adenoma gene 1 [Source:HGNC Symbol;Acc:9045],1874,778,661,810,820,669,531,484,857,1608,chr8,57073463,57123883,5324,protein_coding
ENSG00000170791,CHCHD7,coiled-coil-helix-coiled-coil-helix domain containing 7 [Source:HGNC Symbol;Acc:28314],455,429,355,306,414,627,388,179,300,342,chr8,57124245,57131357,79145,protein_coding
ENSG00000104331,IMPAD1,inositol monophosphatase domain containing 1 [Source:HGNC Symbol;Acc:26019],5291,6432,5015,6123,4818,8462,5715,9659,7893,6571,chr8,57870492,57906403,54928,protein_coding
ENSG00000169122,FAM110B,"family with sequence similarity 110, member B [Source:HGNC Symbol;Acc:28587]",510,327,552,422,600,84,140,126,115,53,chr8,58907068,59116838,90362,protein_coding
ENSG00000215114,UBXN2B,UBX domain protein 2B [Source:HGNC Symbol;Acc:27035],917,745,1161,874,872,1062,1035,1031,755,1157,chr8,59323823,59364060,137886,protein_coding
ENSG00000137575,SDCBP,syndecan binding protein (syntenin) [Source:HGNC Symbol;Acc:10662],1629,607,1126,1156,1078,2847,913,971,1505,1589,chr8,59465483,59495419,6386,protein_coding
ENSG00000035681,NSMAF,neutral sphingomyelinase (N-SMase) activation associated factor [Source:HGNC Symbol;Acc:8017],662,435,565,532,446,433,467,336,677,595,chr8,59496063,59572403,8439,protein_coding
ENSG00000198846,TOX,thymocyte selection-associated high mobility group box [Source:HGNC Symbol;Acc:18988],1733,2362,2030,3378,1767,2717,1928,3286,3008,3087,chr8,59717977,60031767,9760,protein_coding
ENSG00000178538,CA8,carbonic anhydrase VIII [Source:HGNC Symbol;Acc:1382],511,369,358,509,860,1492,646,278,1081,445,chr8,61099906,61193971,767,protein_coding
ENSG00000104388,RAB2A,"RAB2A, member RAS oncogene family [Source:HGNC Symbol;Acc:9763]",1616,1919,1425,1893,1230,2085,1700,2372,2876,2189,chr8,61429416,61536186,5862,protein_coding
ENSG00000171316,CHD7,chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:20626],5798,3197,3503,4291,4178,4028,3962,4329,4923,6072,chr8,61591337,61779465,55636,protein_coding
ENSG00000198363,ASPH,aspartate beta-hydroxylase [Source:HGNC Symbol;Acc:757],5656,10103,8462,8208,8192,4210,3541,6184,3846,3031,chr8,62413116,62627155,444,protein_coding
ENSG00000185728,YTHDF3,"YTH domain family, member 3 [Source:HGNC Symbol;Acc:26465]",2138,2882,2569,2473,2162,2878,2520,2560,2028,2592,chr8,64081112,64125346,253943,protein_coding
ENSG00000104442,ARMC1,armadillo repeat containing 1 [Source:HGNC Symbol;Acc:17684],218,358,285,306,233,336,347,186,189,355,chr8,66514694,66546442,55156,protein_coding
ENSG00000066855,MTFR1,mitochondrial fission regulator 1 [Source:HGNC Symbol;Acc:29510],89,82,204,212,118,241,224,227,149,268,chr8,66556969,66683496,9650,protein_coding
ENSG00000205268,PDE7A,phosphodiesterase 7A [Source:HGNC Symbol;Acc:8791],332,298,855,409,413,535,877,328,280,649,chr8,66629745,66754557,5150,protein_coding
ENSG00000147576,ADHFE1,"alcohol dehydrogenase, iron containing, 1 [Source:HGNC Symbol;Acc:16354]",30,50,62,113,215,123,76,68,49,107,chr8,67342420,67383836,137872,protein_coding
ENSG00000175073,VCPIP1,valosin containing protein (p97)/p47 complex interacting protein 1 [Source:HGNC Symbol;Acc:30897],1280,2177,646,850,1105,1206,711,1256,1166,1182,chr8,67540722,67579452,80124,protein_coding
ENSG00000270024,C8orf44-SGK3,C8orf44-SGK3 readthrough [Source:HGNC Symbol;Acc:48354],124,89,129,94,137,169,140,190,217,193,chr8,67579831,67772707,,protein_coding
ENSG00000213865,C8orf44,chromosome 8 open reading frame 44 [Source:HGNC Symbol;Acc:25646],159,138,86,47,133,53,92,54,116,45,chr8,67579850,67597799,56260,protein_coding
ENSG00000104205,SGK3,"serum/glucocorticoid regulated kinase family, member 3 [Source:HGNC Symbol;Acc:10812]",217,97,242,338,334,677,417,548,540,590,chr8,67624653,67774257,,protein_coding
ENSG00000178460,MCMDC2,minichromosome maintenance domain containing 2 [Source:HGNC Symbol;Acc:26368],122,114,89,109,68,142,80,127,49,81,chr8,67782984,67834283,157777,protein_coding
ENSG00000178125,PPP1R42,"protein phosphatase 1, regulatory subunit 42 [Source:HGNC Symbol;Acc:33732]",66,67,99,123,99,147,99,52,93,59,chr8,67876334,67968839,286187,protein_coding
ENSG00000121022,COPS5,COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:2240],462,351,534,635,492,675,478,424,656,580,chr8,67955314,67996018,10987,protein_coding
ENSG00000104218,CSPP1,centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:26193],839,346,597,534,537,464,621,267,545,297,chr8,67974661,68108498,79848,protein_coding
ENSG00000066777,ARFGEF1,ADP-ribosylation factor guanine nucleotide-exchange factor 1 (brefeldin A-inhibited) [Source:HGNC Symbol;Acc:15772],4026,2219,3421,4075,4071,3382,2937,1756,2776,3007,chr8,68085747,68255912,10565,protein_coding
ENSG00000137571,SLCO5A1,"solute carrier organic anion transporter family, member 5A1 [Source:HGNC Symbol;Acc:19046]",304,165,335,246,162,1384,1058,627,1089,842,chr8,70579282,70747299,81796,protein_coding
ENSG00000140396,NCOA2,nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:7669],1837,1997,1894,1917,1685,3459,2647,2785,3375,2451,chr8,71021997,71316040,10499,protein_coding
ENSG00000067167,TRAM1,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:20568],638,970,796,892,649,1864,1395,1470,2314,2545,chr8,71485677,71520622,23471,protein_coding
ENSG00000221947,XKR9,"XK, Kell blood group complex subunit-related family, member 9 [Source:HGNC Symbol;Acc:20937]",469,131,396,305,288,220,354,246,368,298,chr8,71581600,71702606,389668,protein_coding
ENSG00000182674,KCNB2,"potassium voltage-gated channel, Shab-related subfamily, member 2 [Source:HGNC Symbol;Acc:6232]",460,466,598,949,745,1126,595,1069,496,1485,chr8,73449626,73850584,9312,protein_coding
ENSG00000147601,TERF1,telomeric repeat binding factor (NIMA-interacting) 1 [Source:HGNC Symbol;Acc:11728],410,420,807,611,701,586,716,431,570,623,chr8,73921099,73960357,7013,protein_coding
ENSG00000147604,RPL7,ribosomal protein L7 [Source:HGNC Symbol;Acc:10363],3641,6775,4998,4339,4822,8245,5820,8720,5658,5997,chr8,74202506,74208024,6129,protein_coding
ENSG00000121039,RDH10,retinol dehydrogenase 10 (all-trans) [Source:HGNC Symbol;Acc:19975],123,70,197,144,121,358,488,365,500,194,chr8,74206847,74237516,157506,protein_coding
ENSG00000040341,STAU2,staufen double-stranded RNA binding protein 2 [Source:HGNC Symbol;Acc:11371],1006,421,1095,926,1076,859,1406,1243,978,892,chr8,74332604,74659943,27067,protein_coding
ENSG00000258677,RP11-463D19.2,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:H3BMM0],80,47,79,71,72,67,164,96,71,58,chr8,74600926,74791089,,protein_coding
ENSG00000104343,UBE2W,ubiquitin-conjugating enzyme E2W (putative) [Source:HGNC Symbol;Acc:25616],786,614,809,626,852,684,541,496,651,470,chr8,74692332,74791145,55284,protein_coding
ENSG00000154582,TCEB1,"transcription elongation factor B (SIII), polypeptide 1 (15kDa, elongin C) [Source:HGNC Symbol;Acc:11617]",470,785,623,652,507,539,509,489,467,744,chr8,74851404,74884522,6921,protein_coding
ENSG00000175606,TMEM70,transmembrane protein 70 [Source:HGNC Symbol;Acc:26050],131,212,153,258,201,295,192,195,133,205,chr8,74884672,74895018,54968,protein_coding
ENSG00000104369,JPH1,junctophilin 1 [Source:HGNC Symbol;Acc:14201],105,146,196,133,62,82,208,130,125,204,chr8,75146935,75233563,56704,protein_coding
ENSG00000104381,GDAP1,ganglioside induced differentiation associated protein 1 [Source:HGNC Symbol;Acc:15968],919,1241,1282,776,975,1359,1805,1788,1582,1505,chr8,75233365,75401107,54332,protein_coding
ENSG00000164751,PEX2,peroxisomal biogenesis factor 2 [Source:HGNC Symbol;Acc:9717],361,645,390,316,427,793,512,856,494,583,chr8,77892494,77913280,5828,protein_coding
ENSG00000171033,PKIA,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha [Source:HGNC Symbol;Acc:9017]",553,356,810,330,356,339,603,198,481,590,chr8,79428374,79517502,5569,protein_coding
ENSG00000104427,ZC2HC1A,"zinc finger, C2HC-type containing 1A [Source:HGNC Symbol;Acc:24277]",285,108,298,343,204,303,437,339,435,411,chr8,79578282,79632000,51101,protein_coding
ENSG00000104435,STMN2,stathmin-like 2 [Source:HGNC Symbol;Acc:10577],3067,3219,5191,3255,998,148,3767,3170,1207,1735,chr8,80523049,80578410,11075,protein_coding
ENSG00000147586,MRPS28,mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:14513],65,117,88,97,73,105,63,126,33,67,chr8,80830952,80942524,28957,protein_coding
ENSG00000076554,TPD52,tumor protein D52 [Source:HGNC Symbol;Acc:12005],3971,5157,3471,4428,4993,5422,5635,8615,6820,7449,chr8,80870571,81143467,7163,protein_coding
ENSG00000205189,ZBTB10,zinc finger and BTB domain containing 10 [Source:HGNC Symbol;Acc:30953],2090,1090,944,1352,2312,1439,709,1058,1066,1155,chr8,81397854,81438500,65986,protein_coding
ENSG00000164687,FABP5,fatty acid binding protein 5 (psoriasis-associated) [Source:HGNC Symbol;Acc:3560],1034,1731,2759,1403,435,62,284,73,43,27,chr8,82192598,82197012,2171,protein_coding
ENSG00000133731,IMPA1,inositol(myo)-1(or 4)-monophosphatase 1 [Source:HGNC Symbol;Acc:6050],236,290,294,369,292,212,167,190,156,204,chr8,82570196,82598928,3612,protein_coding
ENSG00000253598,SLC10A5,"solute carrier family 10, member 5 [Source:HGNC Symbol;Acc:22981]",291,238,153,210,158,102,157,46,63,134,chr8,82605842,82608409,347051,protein_coding
ENSG00000104231,ZFAND1,"zinc finger, AN1-type domain 1 [Source:HGNC Symbol;Acc:25858]",379,429,393,393,482,819,509,653,588,614,chr8,82613569,82645138,79752,protein_coding
ENSG00000104497,SNX16,sorting nexin 16 [Source:HGNC Symbol;Acc:14980],83,30,128,118,54,81,88,73,53,124,chr8,82711816,82755101,64089,protein_coding
ENSG00000184672,RALYL,RALY RNA binding protein-like [Source:HGNC Symbol;Acc:27036],67,100,80,95,143,211,113,76,192,140,chr8,85095022,85834079,138046,protein_coding
ENSG00000133740,E2F5,"E2F transcription factor 5, p130-binding [Source:HGNC Symbol;Acc:3119]",279,258,236,276,279,264,257,220,303,274,chr8,86089460,86129387,1875,protein_coding
ENSG00000176731,C8orf59,chromosome 8 open reading frame 59 [Source:HGNC Symbol;Acc:32235],205,177,112,141,148,219,105,205,194,197,chr8,86126311,86132650,401466,protein_coding
ENSG00000185015,CA13,carbonic anhydrase XIII [Source:HGNC Symbol;Acc:14914],224,232,341,263,159,184,286,130,374,70,chr8,86132816,86196302,,protein_coding
ENSG00000133742,CA1,carbonic anhydrase I [Source:HGNC Symbol;Acc:1368],159,64,232,136,77,67,169,91,164,68,chr8,86239837,86291243,759,protein_coding
ENSG00000123124,WWP1,WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:17004],1445,736,1192,795,931,1220,913,617,757,957,chr8,87354967,87490649,11059,protein_coding
ENSG00000176623,RMDN1,regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:24285],1081,529,1202,614,966,611,801,685,629,566,chr8,87480486,87526586,51115,protein_coding
ENSG00000085719,CPNE3,copine III [Source:HGNC Symbol;Acc:2316],2849,2550,3552,3542,3126,2336,2581,2816,3436,2206,chr8,87497059,87573726,8895,protein_coding
ENSG00000156103,MMP16,matrix metallopeptidase 16 (membrane-inserted) [Source:HGNC Symbol;Acc:7162],1851,1261,2988,1511,1624,83,584,137,399,174,chr8,89044237,89340254,4325,protein_coding
ENSG00000104312,RIPK2,receptor-interacting serine-threonine kinase 2 [Source:HGNC Symbol;Acc:10020],174,121,152,119,117,172,144,236,209,275,chr8,90769975,90803291,8767,protein_coding
ENSG00000164823,OSGIN2,oxidative stress induced growth inhibitor family member 2 [Source:HGNC Symbol;Acc:1355],200,174,269,221,256,452,150,171,242,578,chr8,90914087,90940116,734,protein_coding
ENSG00000104320,NBN,nibrin [Source:HGNC Symbol;Acc:7652],599,260,545,362,382,557,534,383,516,479,chr8,90945564,91015456,4683,protein_coding
ENSG00000104325,DECR1,"2,4-dienoyl CoA reductase 1, mitochondrial [Source:HGNC Symbol;Acc:2753]",425,297,392,623,613,862,443,726,750,458,chr8,91013633,91064320,1666,protein_coding
ENSG00000180694,TMEM64,transmembrane protein 64 [Source:HGNC Symbol;Acc:25441],87,206,189,211,153,865,418,456,245,177,chr8,91634223,91803860,169200,protein_coding
ENSG00000123119,NECAB1,N-terminal EF-hand calcium binding protein 1 [Source:HGNC Symbol;Acc:20983],90,87,121,100,66,122,181,139,163,135,chr8,91803778,91971636,64168,protein_coding
ENSG00000155099,TMEM55A,transmembrane protein 55A [Source:HGNC Symbol;Acc:25452],180,197,164,302,216,400,299,335,334,345,chr8,92006024,92053292,55529,protein_coding
ENSG00000155100,OTUD6B,OTU domain containing 6B [Source:HGNC Symbol;Acc:24281],259,76,236,172,195,234,282,108,233,214,chr8,92082424,92099323,51633,protein_coding
ENSG00000079102,RUNX1T1,"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) [Source:HGNC Symbol;Acc:1535]",1252,984,2087,1504,1558,2278,3206,2729,3521,2956,chr8,92967203,93115514,862,protein_coding
ENSG00000205133,TRIQK,triple QxxK/R motif containing [Source:HGNC Symbol;Acc:27828],656,707,802,861,698,1570,1313,1443,1269,1491,chr8,93895758,94029901,286144,protein_coding
ENSG00000212999,AC117834.1,,409,439,401,445,373,955,683,869,721,785,chr8,93895865,93898013,,protein_coding
ENSG00000188343,FAM92A1,"family with sequence similarity 92, member A1 [Source:HGNC Symbol;Acc:30452]",1063,564,735,923,677,730,714,636,1060,974,chr8,94710789,94743755,137392,protein_coding
ENSG00000183808,RBM12B,RNA binding motif protein 12B [Source:HGNC Symbol;Acc:32310],874,596,619,659,923,748,627,951,1072,642,chr8,94741584,94753245,389677,protein_coding
ENSG00000164953,TMEM67,transmembrane protein 67 [Source:HGNC Symbol;Acc:28396],166,99,131,138,111,219,188,199,433,103,chr8,94767072,94831462,91147,protein_coding
ENSG00000164949,GEM,GTP binding protein overexpressed in skeletal muscle [Source:HGNC Symbol;Acc:4234],113,43,345,260,135,868,1487,592,815,2115,chr8,95261481,95274578,2669,protein_coding
ENSG00000164944,KIAA1429,KIAA1429 [Source:HGNC Symbol;Acc:24500],1459,1860,1286,1222,1718,2064,1172,2026,1399,2044,chr8,95499921,95565757,25962,protein_coding
ENSG00000104413,ESRP1,epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:25966],1391,958,1107,1858,2005,5206,1638,1300,2890,3424,chr8,95653302,95719694,54845,protein_coding
ENSG00000156162,DPY19L4,dpy-19-like 4 (C. elegans) [Source:HGNC Symbol;Acc:27829],340,333,515,576,608,813,658,498,488,581,chr8,95731931,95806064,286148,protein_coding
ENSG00000164941,INTS8,integrator complex subunit 8 [Source:HGNC Symbol;Acc:26048],1263,670,1299,1002,1137,845,1005,1010,1110,1165,chr8,95825539,95893974,55656,protein_coding
ENSG00000175305,CCNE2,cyclin E2 [Source:HGNC Symbol;Acc:1590],143,51,109,90,82,73,98,73,114,84,chr8,95891998,95908906,9134,protein_coding
ENSG00000156170,NDUFAF6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6 [Source:HGNC Symbol;Acc:28625]",478,298,236,319,485,393,245,397,351,302,chr8,95907995,96128683,,protein_coding
